"Label"	"File"	"Line"	"Lines"	"Media"	"Text"	"Menu"	"Events"
"TavernEmptyRoomObjectMenu"	"game\Inn\TavernEmptyRoom.rpy"	"88"	"28"	""	"$ MainTxt = TavernEmptyRoomPeepholeObject.description || $ CurLocDesc = MainTxt"	"current_action_items.append(MenuItem(_peephole_action.label, Jump(_peephole_action.target))) || current_action_items.append(MenuItem(_peephole_action.label, Call(_peephole_action.target, *tuple(getattr(_peephole_action, ""args"", ()) or ())))) || current_action_items.append(MenuItem(""Назад"", ["	""
"TavernEmptyRoomPeekClient"	"game\Inn\TavernEmptyRoom.rpy"	"116"	"9"	""	""	""	"call checkTriggers(""TavernEmptyRoom"", ""tavern_client_room"", 0)"
"TavernEmptyRoomPeekEmpty"	"game\Inn\TavernEmptyRoom.rpy"	"125"	"8"	""	"$ MainTxt = ""Вы осторожно проверяете потайное окошко, но в комнате сейчас никого нет. Остается только вернуться позже, когда кто-нибудь из посетителей уединится наверху."" || $ CurLocDesc = MainTxt"	"$ current_action_items = [MenuItem(""Вернуться в комнату"", [SetVariable(""current_action_title"", str(TavernEmptyRoomRoom.display_name or ""Пустая комната"")), SetVariable(""current_action_content"", None), SetVariable(""current_action_items"", tavern_empty_room_action_items()), Function(main_ui_restart_interaction)])]"	""
"TavernGloryHole"	"game\Inn\TavernGloryHole.rpy"	"26"	"277"	"call ShowImage(""gloryhole"", """", ""glory1"") || call ShowImage(""gloryhole"", """", ""gloryclient"") || call ShowImage(""amanda"", ""gloryfirst"", ""ambush"")"	""	"menu:"	""
"TavernHelp"	"game\Inn\TavernHelp.rpy"	"47"	"19"	""	""	""	""
"TavernHelpReadPage"	"game\Inn\TavernHelp.rpy"	"66"	"36"	""	"$ CurLocDesc = _help_pages[int(TavernHelpRoom.state.get(""page"", 0) or 0)] || $ CurLocDesc = CurLocDesc + ""\n"" + _stash_text || $ MainTxt = CurLocDesc"	"menu:"	""
"TavernKitchen"	"game\Inn\TavernKitchen.rpy"	"359"	"59"	""	"$ MainTxt = tavern_kitchen_saved_text() || $ MainTxt = ""Вы все еще сидите за общим утренним столом."" || $ CurLocDesc = MainTxt"	""	""
"TavernKitchenShareTeaWithSandraAndBecky"	"game\Inn\TavernKitchen.rpy"	"418"	"17"	""	"$ MainTxt = ""Сейчас для этого не время."" || $ CurLocDesc = MainTxt || $ MainTxt = Sandra.apply_kitchen_tea_with_becky()"	""	""
"TavernKitchenDepositMenu"	"game\Inn\TavernKitchen.rpy"	"435"	"18"	""	"$ MainTxt = ""Вы прикидываете, что из лесной добычи и запасов можно отнести в кладовую для кухонного хозяйства."" || $ MainTxt = str(MainTxt or """") + ""\nСейчас в кладовой уже лежат: %s."" % tavern_kitchen_food_stock_summary() || $ CurLocDesc = MainTxt"	"current_action_items.append(MenuItem(str(_deposit_row.get(""caption"", """") or """"), Call(""TavernKitchenDepositApply"", str(_deposit_row.get(""item_id"", """") or """")))) || current_action_items.append(MenuItem(""Назад"", [SetVariable(""current_action_title"", str(TavernKitchenRoom.display_name or ""Кухня"")), SetVariable(""current_action_content"", None), SetVariable(""current_action_items"", tavern_kitchen_action_items()), Function(main_ui_restart_interaction)]))"	""
"TavernKitchenDepositApply"	"game\Inn\TavernKitchen.rpy"	"453"	"20"	""	"$ MainTxt = ""Нечего отдавать."" || $ MainTxt = ""Вы относите в кладовую %s x%s."" % (_kitchen_item_name, _kitchen_deposited) || $ MainTxt = str(MainTxt or """") + ""\nСандра деловито осматривает припасы у кладовой, одобрительно кивает и сразу начинает прикидывать, как лучше пустить их в дело."""	""	""
"TavernKitchenAskSandraBreakfasts"	"game\Inn\TavernKitchen.rpy"	"473"	"18"	""	"$ MainTxt = ""Сейчас не лучший момент для такого разговора."" || $ CurLocDesc = MainTxt || $ MainTxt = Sandra.apply_kitchen_regular_breakfast_request(_kitchen_used_item)"	""	""
"TavernKitchenAskSandraClients"	"game\Inn\TavernKitchen.rpy"	"491"	"18"	""	"$ MainTxt = ""Сейчас не лучший момент для такого разговора."" || $ CurLocDesc = MainTxt || $ MainTxt = Sandra.apply_kitchen_client_manners_request(_kitchen_used_item)"	""	""
"TavernKitchenBreakfast"	"game\Inn\TavernKitchenBreakfast.rpy"	"1014"	"78"	"vscene tavern_kitchen_breakfast_picture()"	"$ MainTxt = ""Сегодня вы уже завтракали."" || $ CurLocDesc = MainTxt || MainTxt = ""\n\n"".join([row for row in _breakfast_lines if str(row or """").strip()])"	""	""
"TavernKitchenBreakfastMenu"	"game\Inn\TavernKitchenBreakfast.rpy"	"1092"	"75"	""	""	"menu:"	""
"TavernKitchenBreakfastShowText"	"game\Inn\TavernKitchenBreakfast.rpy"	"1167"	"8"	""	"label TavernKitchenBreakfastShowText(text=""""): || $ MainTxt = str(text or """") || $ CurLocDesc = MainTxt"	""	""
"TavernKitchenBreakfastHearDialogue"	"game\Inn\TavernKitchenBreakfast.rpy"	"1175"	"20"	""	"$ MainTxt = str(_banter_text or """") || $ MainTxt = ""За столом на миг воцаряется обычная утренняя болтовня без чего-то особенно примечательного."" || $ MainTxt = str(MainTxt or """") + ""\nЭтот разговор слишком легко цепляет и вас самих: утреннее возбуждение только сильнее мешает делать вид, будто вы слушаете все это совсем спокойно."""	""	""
"TavernKitchenBreakfastAmandaAltCure1"	"game\Inn\TavernKitchenBreakfast.rpy"	"1195"	"11"	""	"$ MainTxt = ""За общим столом Аманда сегодня на редкость притихла. Несколько раз она украдкой встречается с вами взглядом, потом криво улыбается и будто невзначай касается вашей ноги под столом. Колкость про Мелиссу так и не срывается с ее языка.\n\nЧерез пару минут ее ступня уже гладит вас куда смелее, а сама она наклоняется ближе и почти беззвучно шепчет, что после той неловкой истории с окном ей почему-то самой теперь труднее делать вид, будто ничего такого в доме не бывает.\n\nПока остальные заняты едой и разговорами, Аманда незаметно скользит ниже под край стола и решает загладить свою дерзость способом куда приятнее обычных извинений."" || $ MainTxt = ""Когда все заканчивается, Аманда так же тихо возвращается на свое место, поправляет волосы и берется за ложку так невинно, будто под столом только что не происходило ничего предосудительного. На вас она смотрит уже без прежней насмешки: скорее с довольным сговором, чем с привычным желанием поддеть."" || call TavernKitchenBreakfastShowText(MainTxt)"	""	""
"TavernKitchenBreakfastAmandaAtticMock"	"game\Inn\TavernKitchenBreakfast.rpy"	"1206"	"18"	""	"$ MainTxt = ""Стоит за завтраком снова всплыть слову \""чердак\"", Аманда тут же цепляет вас взглядом и слишком невинно спрашивает, не собираетесь ли вы опять падать туда, куда приличные люди хотя бы стучатся."" || $ CurLocDesc = MainTxt"	"menu:"	""
"TavernKitchenBreakfastAmandaAtticExpose"	"game\Inn\TavernKitchenBreakfast.rpy"	"1224"	"11"	""	"$ MainTxt = ""Вы спокойно отвечаете, что если Аманда так любит шутить про чердак, можно сразу рассказать всем, откуда она сама высматривала тот же двор. За столом становится тише. Аманда краснеет, дергает плечом и больше к этой теме за завтраком не возвращается."" || $ CurLocDesc = MainTxt || call TavernKitchenBreakfastShowText(MainTxt)"	""	""
"TavernKitchenBreakfastMelissaAmandaGerhard"	"game\Inn\TavernKitchenBreakfast.rpy"	"1235"	"15"	""	"$ MainTxt = ""Завтрак еще не успевает толком начаться, как Сандра снова заводит про кладовую.\n\n\""Крысы лезут к мешкам, будто им там ярмарку открыли,\"" ворчит она. \""Еще пара таких ночей, и мы будем кормить не гостей, а хвостатую сволочь.\""\n\nМелисса тут же подхватывает, злая и невыспавшаяся: \""Крысы снизу, летучие мыши сверху, по крыше шуршит, по стенам скребет. Я ночью уже не знаю, то ли одеялом накрываться, то ли метлой отбиваться.\""\n\nАманда усмехается в миску. \""Так заведите кошечку. Только не простую. Клариссу, например. Пусть эта благородная киска в кладовой помурлычет, может, крысы от стыда сами уйдут.\""\n\nМелисса фыркает слишком громко, а Аманда смотрит на нее так, будто специально ждет грязной догадки. Сандра тут же хлопает ладонью по столу.\n\n\""Хватит мне ваших кошечек, кисок и ночных воздыханий,\"" срезает она. \""Пальцы из пизд вынули обе и слушайте старших. Самоуспокоение закончится тем, что брат Герхард устроит вам дьявольское покаяние, а этого в доме никто не хочет. Крысы, мыши и чердак — вот о чем речь, а не о ваших мокрых фантазиях.\"""" || $ CurLocDesc = MainTxt"	"menu:"	""
